"Close Month","Program Administrator Name","Program Administrator NPN","Program Administrator License Number","Carrier","Appointment Type","Producer Last Name","Producer First Name","Producer Entity Name","Producer Resident City","Producer Resident State","Producer Zip Code","FEIN","NPN","License Number","Transaction Type","Transaction State","Transaction Date"
"202601","Ahoy MIT LLC","20213360","3213424","Spinnaker Insurance Company","Agent","Ariole","Williams","","Rosenberg","TX","77469","","18203066","","Appointment","TX","01/01/26"
"202601","Ahoy MIT LLC","20213360","3001710748","Spinnaker Insurance Company","Agent","Draper","Sarah","","Murfreesboro","TN","37129","","20247821","","Appointment","TN","01/01/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agent","Holbrook","Brian","","Ocala","FL","34471","","5746485","","Appointment","FL","01/01/26"
"202601","Ahoy MIT LLC","20213360","226272","Spinnaker Insurance Company","Agent","Holbrook","Brian","","Ocala","FL","34471","","5746485","","Appointment","GA","01/01/26"
"202601","Ahoy MIT LLC","20213360","3001789374","Spinnaker Insurance Company","Agent","Holbrook","Brian","","Ocala","FL","34471","","5746485","","Appointment","MD","01/01/26"
"202601","Ahoy MIT LLC","20213360","0136831","Spinnaker Insurance Company","Agent","Holbrook","Brian","","Ocala","FL","34471","","5746485","","Appointment","MI","01/01/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Holbrook","Brian","","Ocala","FL","34471","","5746485","","Appointment","NC","01/01/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Holbrook","Brian","","Ocala","FL","34471","","5746485","","Appointment","SC","01/01/26"
"202601","Ahoy MIT LLC","20213360","3213424","Spinnaker Insurance Company","Agent","Holbrook","Brian","","Ocala","FL","34471","","5746485","","Appointment","TX","01/01/26"
"202601","Ahoy MIT LLC","20213360","154053","Spinnaker Insurance Company","Agent","Holbrook","Brian","","Ocala","FL","34471","","5746485","","Appointment","VA","01/01/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Holbrook","Brian","","Ocala","FL","34471","","5746485","","Appointment","WV","01/01/26"
"202601","Ahoy MIT LLC","20213360","3213424","Spinnaker Insurance Company","Agent","Mandal","Suman","","Cedar Park","TX","78613","","21377792","","Appointment","TX","01/01/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agent","Ramos Da Silva","William","","Oviedo","FL","32765","","22073341","","Appointment","FL","01/01/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agent","Sanchez","Luis","","Miami","FL","33137","","21634411","","Appointment","FL","01/01/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agency","","","LUIS SANCHEZ","3301 Northeast 1st Avenue, #1011 Miami, FL 33137","FL","","","","","Appointment","FL","01/01/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agency","","","Loyalty Insurance LLC","1087 Wellness Way Oviedo, FL 32765","FL","","","","","Appointment","FL","01/01/26"
"202601","Ahoy MIT LLC","20213360","3213424","Spinnaker Insurance Company","Agency","","","Samar Agency","350 cypress creek road Cedar Park, TX 78613","TX","","","","","Appointment","TX","01/01/26"
"202601","Ahoy MIT LLC","20213360","3001710748","Spinnaker Insurance Company","Agency","","","Southern Moon Insurance Agency","4909 Russell David Drive Murfreesboro, TN 37129","TN","","","","","Appointment","TN","01/01/26"
"202601","Ahoy MIT LLC","20213360","3213424","Spinnaker Insurance Company","Agency","","","Williams Ariole","7919 Furleson Drive Rosenberg, TX 77469","TX","","","","","Appointment","TX","01/01/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agent","SOGHOMONIAN","VACHE","","Simi Valley","CA","93065","","20637582","","Termination","CA","01/02/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agency","","","VACHE SOGHOMONIAN INSURANCE AGENCY","685 Cochran Street STE 226 Simi Valley, CA 93065","CA","","","","","Termination","CA","01/02/26"
"202601","Ahoy MIT LLC","20213360","3001789336","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","CT","01/05/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","FL","01/05/26"
"202601","Ahoy MIT LLC","20213360","226272","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","GA","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001839788","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","MA","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001789374","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","MD","01/05/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","NC","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001789223","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","NJ","01/05/26"
"202601","Ahoy MIT LLC","20213360","1491897","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","OH","01/05/26"
"202601","Ahoy MIT LLC","20213360","1062242","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","PA","01/05/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","SC","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001710748","Spinnaker Insurance Company","Agent","Da Costa Guimaraes","Ana","","MELBOURNE","FL","32904","","20795595","","Appointment","TN","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agent","Elkalla","Ibrahim","","Irvine","CA","92606","","21660028","","Appointment","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001838007","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","AZ","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","734866","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","CO","01/05/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","FL","01/05/26"
"202601","Ahoy MIT LLC","20213360","226272","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","GA","01/05/26"
"202601","Ahoy MIT LLC","20213360","3771442","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","IN","01/05/26"
"202601","Ahoy MIT LLC","20213360","0136831","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","MI","01/05/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","NC","01/05/26"
"202601","Ahoy MIT LLC","20213360","1491897","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","OH","01/05/26"
"202601","Ahoy MIT LLC","20213360","1062242","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","PA","01/05/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","SC","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001710748","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","TN","01/05/26"
"202601","Ahoy MIT LLC","20213360","3213424","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","TX","01/05/26"
"202601","Ahoy MIT LLC","20213360","154053","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","VA","01/05/26"
"202601","Ahoy MIT LLC","20213360","1152069","Spinnaker Insurance Company","Agent","Etson","Nicole","","Bellevue","MI","49021","","21311422","","Appointment","WA","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agent","Gazarov","David","","Santa Ana","CA","92705","","22071768","","Appointment","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agent","Gilbert","Rita","","San Rafael","CA","94903","","2737876","","Termination","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agent","Gorbatyuk","Victoria","","Citrus Heights","CA","95610","","22070635","","Appointment","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agent","Vitiello","Anthony","","San Gabriel","CA","91775","","20317266","","Appointment","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001789336","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","CT","01/05/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","FL","01/05/26"
"202601","Ahoy MIT LLC","20213360","226272","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","GA","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001839788","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","MA","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001789374","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","MD","01/05/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","NC","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001789223","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","NJ","01/05/26"
"202601","Ahoy MIT LLC","20213360","1491897","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","OH","01/05/26"
"202601","Ahoy MIT LLC","20213360","1062242","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","PA","01/05/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","SC","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001710748","Spinnaker Insurance Company","Agency","","","ATIVA INSURANCE LLC","2412 IRWIN ST STE 372 MELBOURNE, FL 32904","FL","","","","","Appointment","TN","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agency","","","David And Company","1818 East 1st Street Unit 530 Santa Ana, CA 92705","CA","","","","","Appointment","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agency","","","Ibrahim Elkalla","14342 Matisse Ave Irvine, CA 92606","CA","","","","","Appointment","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agency","","","Jeanne McHugh Insurance Agency Inc","6404 Rosemead Boulevard San Gabriel, CA 91775","CA","","","","","Appointment","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001838007","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","AZ","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","734866","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","CO","01/05/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","FL","01/05/26"
"202601","Ahoy MIT LLC","20213360","226272","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","GA","01/05/26"
"202601","Ahoy MIT LLC","20213360","3771442","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","IN","01/05/26"
"202601","Ahoy MIT LLC","20213360","0136831","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","MI","01/05/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","NC","01/05/26"
"202601","Ahoy MIT LLC","20213360","1491897","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","OH","01/05/26"
"202601","Ahoy MIT LLC","20213360","1062242","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","PA","01/05/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","SC","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001710748","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","TN","01/05/26"
"202601","Ahoy MIT LLC","20213360","3213424","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","TX","01/05/26"
"202601","Ahoy MIT LLC","20213360","154053","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","VA","01/05/26"
"202601","Ahoy MIT LLC","20213360","1152069","Spinnaker Insurance Company","Agency","","","Netson Insurance Solutions Llc","221 North Adams Street Bellevue, MI 49021","MI","","","","","Appointment","WA","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agency","","","United General Insurance Agency","35 Mitchell Blvd  San Rafael  CA  94903","CA","","","","","Termination","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agency","","","Victoria Gorbatyuk, Sole Proprietor","7500 Greenback Lane Citrus Heights, CA 95610","CA","","","","","Appointment","CA","01/05/26"
"202601","Ahoy MIT LLC","20213360","3001853783","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","AL","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001838007","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","AZ","01/08/26"
"202601","Ahoy MIT LLC","20213360","734866","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","CO","01/08/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","FL","01/08/26"
"202601","Ahoy MIT LLC","20213360","226272","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","GA","01/08/26"
"202601","Ahoy MIT LLC","20213360","17752797","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","IL","01/08/26"
"202601","Ahoy MIT LLC","20213360","3771442","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","IN","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001789374","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","MD","01/08/26"
"202601","Ahoy MIT LLC","20213360","40780221","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","MN","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001710709","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","MO","01/08/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","NC","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001789223","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","NJ","01/08/26"
"202601","Ahoy MIT LLC","20213360","3777779","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","NV","01/08/26"
"202601","Ahoy MIT LLC","20213360","1868296","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","NY","01/08/26"
"202601","Ahoy MIT LLC","20213360","1491897","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","OH","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001791685","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","OR","01/08/26"
"202601","Ahoy MIT LLC","20213360","1062242","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","PA","01/08/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","SC","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001710748","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","TN","01/08/26"
"202601","Ahoy MIT LLC","20213360","3213424","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","TX","01/08/26"
"202601","Ahoy MIT LLC","20213360","913270","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","UT","01/08/26"
"202601","Ahoy MIT LLC","20213360","154053","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","VA","01/08/26"
"202601","Ahoy MIT LLC","20213360","1152069","Spinnaker Insurance Company","Agent","Anno","Cole","","Jacksonville","FL","32224","","19825379","","Appointment","WA","01/08/26"
"202601","Ahoy MIT LLC","20213360","3777779","Spinnaker Insurance Company","Agent","Brown","Lawrence","","Las Vegas","NV","89130","","22078845","","Appointment","NV","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001789374","Spinnaker Insurance Company","Agent","Dang","Julianne","","Bel Air","MD","21014","","21748277","","Appointment","MD","01/08/26"
"202601","Ahoy MIT LLC","20213360","3213424","Spinnaker Insurance Company","Agent","Dang","Julianne","","Bel Air","MD","21014","","21748277","","Appointment","TX","01/08/26"
"202601","Ahoy MIT LLC","20213360","154053","Spinnaker Insurance Company","Agent","Dang","Julianne","","Bel Air","MD","21014","","21748277","","Appointment","VA","01/08/26"
"202601","Ahoy MIT LLC","20213360","1868296","Spinnaker Insurance Company","Agent","Ebdelhamid","Amr","","Astoria","NY","11102","","21043601","","Appointment","NY","01/08/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agent","Fullwood","Melissa","","Greensboro","NC","27406","","18330231","","Appointment","FL","01/08/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Fullwood","Melissa","","Greensboro","NC","27406","","18330231","","Appointment","NC","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001789223","Spinnaker Insurance Company","Agent","Fullwood","Melissa","","Greensboro","NC","27406","","18330231","","Appointment","NJ","01/08/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Fullwood","Melissa","","Greensboro","NC","27406","","18330231","","Appointment","SC","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001838007","Spinnaker Insurance Company","Agent","HARRIS","WALTER","","Henderson","NV","89014","","17036705","","Appointment","AZ","01/08/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agent","HARRIS","WALTER","","Henderson","NV","89014","","17036705","","Appointment","CA","01/08/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","HARRIS","WALTER","","Henderson","NV","89014","","17036705","","Appointment","KS","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001710709","Spinnaker Insurance Company","Agent","HARRIS","WALTER","","Henderson","NV","89014","","17036705","","Appointment","MO","01/08/26"
"202601","Ahoy MIT LLC","20213360","3777779","Spinnaker Insurance Company","Agent","HARRIS","WALTER","","Henderson","NV","89014","","17036705","","Appointment","NV","01/08/26"
"202601","Ahoy MIT LLC","20213360","3213424","Spinnaker Insurance Company","Agent","HARRIS","WALTER","","Henderson","NV","89014","","17036705","","Appointment","TX","01/08/26"
"202601","Ahoy MIT LLC","20213360","913270","Spinnaker Insurance Company","Agent","HARRIS","WALTER","","Henderson","NV","89014","","17036705","","Appointment","UT","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001853783","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","AL","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001789359","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","AR","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001838007","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","AZ","01/08/26"
"202601","Ahoy MIT LLC","20213360","6008384","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","CA","01/08/26"
"202601","Ahoy MIT LLC","20213360","734866","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","CO","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001789336","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","CT","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001710854","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","DE","01/08/26"
"202601","Ahoy MIT LLC","20213360","L120708","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","FL","01/08/26"
"202601","Ahoy MIT LLC","20213360","226272","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","GA","01/08/26"
"202601","Ahoy MIT LLC","20213360","555066","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","HI","01/08/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","IA","01/08/26"
"202601","Ahoy MIT LLC","20213360","910963","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","ID","01/08/26"
"202601","Ahoy MIT LLC","20213360","17752797","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","IL","01/08/26"
"202601","Ahoy MIT LLC","20213360","3771442","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","IN","01/08/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","KS","01/08/26"
"202601","Ahoy MIT LLC","20213360","1192418","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","KY","01/08/26"
"202601","Ahoy MIT LLC","20213360","984969","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","LA","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001789374","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","MD","01/08/26"
"202601","Ahoy MIT LLC","20213360","PRN406512","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","ME","01/08/26"
"202601","Ahoy MIT LLC","20213360","0136831","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","MI","01/08/26"
"202601","Ahoy MIT LLC","20213360","40780221","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","MN","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001710709","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","MO","01/08/26"
"202601","Ahoy MIT LLC","20213360","10819564","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","MS","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001789586","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","MT","01/08/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","NC","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001789375","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","ND","01/08/26"
"202601","Ahoy MIT LLC","20213360","18815352","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","NE","01/08/26"
"202601","Ahoy MIT LLC","20213360","3003214213","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","NH","01/08/26"
"202601","Ahoy MIT LLC","20213360","3001789223","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","NJ","01/08/26"
"202601","Ahoy MIT LLC","20213360","3003223672","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","NM","01/08/26"
"202601","Ahoy MIT LLC","20213360","3777779","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","NV","01/08/26"
"202601","Ahoy MIT LLC","20213360","1868296","Spinnaker Insurance Company","Agent","Lacks","Amanda","","San Antonio","TX","78207","","21152272","","Appointment","NY","01/08/26"
