"CarrierName","Program","SubProgram","Policy","PolicyEffective","PolicyExpiration","PolicyCancellation","PolicyReinstatement","State","ASLOB","Product","TransactionType","WrittenPremium","Taxes","PolicyFees","Commission","CollectedPremium","UncollectedPremiumUnder_30_Days","UncollectedPremium_31_60_Days","UncollectedPremium_61_90_Days","UncollectedPremiumOver_90_Days"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001284-03","09/20/2025","09/20/2026","","","SC","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","24.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001342-03","09/30/2025","09/30/2026","","","OH","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","65.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001345-03","09/30/2025","09/30/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","106.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001373-03","10/14/2025","10/14/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","45.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001384-03","10/16/2025","10/16/2026","","","SC","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","76.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001395-03","10/21/2025","10/21/2026","","","SC","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","29.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001403-03","10/23/2025","10/23/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","62.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001410-03","10/25/2025","10/25/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","71.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001474-03","11/10/2025","11/10/2026","","","WI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","74.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001538-03","11/23/2025","11/23/2026","","","IL","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","34.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001568-03","11/29/2025","11/29/2026","","","NC","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","39.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001574-03","11/30/2025","11/30/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","37.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001602-03","12/07/2025","12/07/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","1.0","6.4","64.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001622-03","01/08/2026","01/08/2027","","","CA","9.001","Personal Boaters","Renweal","1248.0","","0.0","0.0","1248.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001648-03","12/19/2025","12/19/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","1.0","6.48","81.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2022-03-0000001662-03","12/27/2025","12/27/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","114.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-01-0000000623-03","01/27/2026","01/27/2027","","","OH","9.001","Personal Boaters","Renweal","771.0","","0.0","0.0","771.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-01-0000000624-03","02/01/2026","02/01/2027","","","MN","9.001","Personal Boaters","Renweal","785.0","","0.0","62.8","785.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-01-0000000625-03","01/31/2026","01/31/2027","","","SC","9.001","Personal Boaters","Renweal","1734.0","","0.0","173.4","1734.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-03-0000001654-03","01/15/2026","01/15/2027","","","WI","9.001","Personal Boaters","Renweal","2980.0","","0.0","0.0","2980.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-03-0000001689-03","01/10/2026","01/10/2027","","","WI","9.001","Personal Boaters","Renweal","773.0","","0.0","0.0","773.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-03-0000001695-03","01/09/2026","01/09/2027","","","CA","9.001","Personal Boaters","Renweal","372.0","","1.0","6.2","62.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-04-0000000662-02","04/13/2025","04/13/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","15.4","154.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-05-0000000665-03","05/25/2025","05/25/2026","","","IL","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","80.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-07-0000000688-02","07/19/2025","07/19/2026","","","GA","9.001","Personal Boaters","Renweal","0.0","","5.0","9.8","98.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-07-0000000693-03","08/11/2025","08/11/2026","","","OH","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","67.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-07-0000000698-03","08/18/2025","08/18/2026","","","TN","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","34.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000720-03","08/12/2025","08/12/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","22.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000721-03","08/14/2025","08/14/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","52.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000731-02","08/11/2025","08/11/2026","","","OH","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","24.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000744-02","08/13/2025","08/13/2026","","","GA","9.001","Personal Boaters","Renweal","0.0","","5.0","7.1","71.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000747-03","08/19/2025","08/19/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","43.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000752-03","08/16/2025","08/16/2026","","","NV","9.001","Personal Boaters","Renweal","0.0","","5.0","8.5","85.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000757-02","08/21/2025","08/21/2026","","","RI","9.001","Personal Boaters","Renweal","0.0","","5.0","5.9","59.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000758-02","08/18/2025","08/18/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","7.6","76.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000763-03","08/26/2025","08/26/2026","","","IL","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","76.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000768-03","08/22/2025","08/22/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","43.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000775-02","08/24/2025","08/24/2026","","","OH","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","77.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000799-02","08/29/2025","08/29/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","44.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000804-02","08/30/2025","08/30/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","5.8","58.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-08-0000000808-03","09/05/2025","09/05/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","69.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-09-0000000838-03","09/16/2025","09/16/2026","","","IL","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","59.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-09-0000000852-02","09/18/2025","09/18/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","26.7","267.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-09-0000000855-02","09/25/2025","09/25/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","119.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-09-0000000856-02","09/25/2025","09/25/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","6.7","67.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-09-0000000861-02","10/02/2025","10/02/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","83.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-09-0000000867-02","09/30/2025","09/30/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","2.0","20.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-10-0000000895-02","10/17/2025","10/17/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","11.7","117.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-10-0000000915-02","10/25/2025","10/25/2026","","","SC","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","68.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-11-0000000939-02","11/13/2025","11/13/2026","01/29/2026","","WI","9.001","Personal Boaters","Cancellation","-1229.0","","5.0","5.36","67.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-11-0000000945-02","11/17/2025","11/17/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","89.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-12-0000000960-02","12/03/2025","12/03/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","101.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-12-0000000970-02","12/07/2025","12/07/2026","","","TN","9.001","Personal Boaters","Renweal","0.0","","50.0","0.0","45.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-12-0000000976-02","12/06/2025","12/06/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","6.72","84.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-12-0000001001-02","12/20/2025","12/20/2026","","","CO","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","45.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2023-12-0000001016-02","12/28/2025","12/28/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","5.0","12.0","120.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001025-02","01/01/2026","01/01/2027","","","MI","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","114.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001049-02","01/09/2026","01/09/2027","","","WI","9.001","Personal Boaters","Renweal","1516.0","","1.0","0.0","256.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001055-02","01/17/2026","01/17/2027","","","CT","9.001","Personal Boaters","Renweal","1337.0","","0.0","0.0","1337.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001062-02","01/17/2026","01/17/2027","","","CA","9.001","Personal Boaters","Renweal","1031.0","","0.0","0.0","1031.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001063-02","01/15/2026","01/15/2027","","","TN","9.001","Personal Boaters","Renweal","1562.0","","1.0","0.0","262.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001068-02","01/16/2026","01/16/2027","","","AZ","9.001","Personal Boaters","Renweal","1523.0","","0.0","121.84","1523.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001072-02","01/20/2026","01/20/2027","","","CA","9.001","Personal Boaters","Renweal","1093.0","","1.0","0.0","183.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001075-02","01/18/2026","01/18/2027","","","CA","9.001","Personal Boaters","Renweal","1212.0","","0.0","121.2","1212.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001079-02","01/25/2026","01/25/2027","","","CA","9.001","Personal Boaters","Renweal","974.0","","0.0","97.4","974.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001081-02","01/20/2026","01/20/2027","","","KY","9.001","Personal Boaters","Renweal","1802.0","","5.0","0.0","302.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001083-02","01/19/2026","01/19/2027","","","CA","9.001","Personal Boaters","Renweal","1157.0","","5.0","0.0","197.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001087-02","01/21/2026","01/21/2027","","","MD","9.001","Personal Boaters","Renweal","864.0","","0.0","0.0","864.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001090-02","01/23/2026","01/23/2027","","","SC","9.001","Personal Boaters","Renweal","2806.0","","0.0","364.78","2806.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001094-02","01/24/2026","01/24/2027","","","DC","9.001","Personal Boaters","Renweal","554.0","","0.0","0.0","554.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001096-02","01/24/2026","01/24/2027","","","UT","9.001","Personal Boaters","Renweal","1006.0","","0.0","80.48","1006.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001099-02","01/24/2026","01/24/2027","","","CA","9.001","Personal Boaters","Renweal","2748.0","","0.0","274.8","2748.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001101-02","01/26/2026","01/26/2027","","","NC","9.001","Personal Boaters","Renweal","682.0","","0.0","0.0","682.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001102-02","01/27/2026","01/27/2027","","","VA","9.001","Personal Boaters","Renweal","788.0","","5.0","0.0","128.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001114-02","01/31/2026","01/31/2027","","","CA","9.001","Personal Boaters","Renweal","1147.0","","0.0","0.0","1147.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001115-02","02/02/2026","02/02/2027","","","UT","9.001","Personal Boaters","Renweal","739.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-01-0000001116-02","01/31/2026","01/31/2027","","","NH","9.001","Personal Boaters","Renweal","704.0","","5.0","0.0","114.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-02-0000001123-02","02/02/2026","02/02/2027","","","CT","9.001","Personal Boaters","Renweal","739.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-02-0000001126-02","02/03/2026","02/03/2027","","","MD","9.001","Personal Boaters","Renweal","1010.0","","0.0","0.0","0.0","1010.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-02-0000001138-01","02/06/2025","02/06/2026","01/11/2026","","GA","9.001","Personal Boaters","Cancellation","-34.0","","0.0","0.0","-34.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-02-0000001172-02","02/17/2026","02/17/2027","","","MD","9.001","Personal Boaters","Renweal","3080.0","","0.0","0.0","3080.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-02-0000001174-01","02/17/2025","02/17/2026","01/27/2026","","CA","9.001","Personal Boaters","Cancellation","-37.0","","0.0","0.0","-37.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-02-0000001224-01","02/28/2025","02/28/2026","","","GA","9.001","Personal Boaters","Renweal","0.0","","46.0","0.0","25.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001238-01","03/05/2025","03/05/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","94.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001243-01","03/04/2025","03/04/2026","01/16/2026","","MD","9.001","Personal Boaters","Cancellation","-129.0","","0.0","0.0","-46.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001246-01","03/05/2025","03/05/2026","","","NY","9.001","Personal Boaters","Endorsement","-4.0","","0.0","-0.4","-4.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001249-01","03/15/2025","03/15/2026","","","UT","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","15.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001252-01","03/05/2025","03/05/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","5.85","45.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001256-01","03/08/2025","03/08/2026","","","RI","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","31.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001257-01","03/07/2025","03/07/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","12.2","122.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001261-01","03/07/2025","03/07/2026","","","TN","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","37.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001266-01","03/09/2025","03/08/2026","","","NC","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","29.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001276-01","03/09/2025","03/08/2026","","","WI","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","31.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001277-01","03/09/2025","03/08/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","38.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001283-01","03/11/2025","03/11/2026","","","NV","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","23.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001294-01","03/27/2025","03/27/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","148.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001301-01","03/14/2025","03/14/2026","","","NV","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","157.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001302-01","03/16/2025","03/16/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","108.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001306-01","03/15/2025","03/15/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","4.2","42.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001308-01","04/01/2025","04/01/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","90.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001313-01","03/18/2025","03/18/2026","","","RI","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","159.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001319-01","03/25/2025","03/25/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","116.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001331-01","03/31/2025","03/31/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","57.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001334-01","03/21/2025","03/21/2026","","","RI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","62.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001341-01","03/22/2025","03/22/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","93.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001345-01","03/20/2025","03/20/2026","","","GA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","63.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001350-01","03/20/2025","03/20/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","115.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001371-01","03/25/2025","03/25/2026","01/26/2026","","SC","9.001","Personal Boaters","Cancellation","-87.0","","0.0","0.0","-87.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001372-01","04/01/2025","04/01/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","30.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001374-01","03/25/2025","03/25/2026","","","MD","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","66.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001375-01","04/01/2025","04/01/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","5.0","6.6","66.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001376-01","03/25/2025","03/25/2026","","","IL","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","111.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001385-01","04/05/2025","04/05/2026","","","CO","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","61.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001387-01","04/24/2025","04/24/2026","","","AR","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","47.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001389-01","03/28/2025","03/28/2026","","","CO","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","33.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001390-01","03/27/2025","03/27/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","161.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001400-01","04/01/2025","04/01/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","98.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001401-01","03/31/2025","03/31/2026","","","CT","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","43.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-03-0000001408-01","04/01/2025","04/01/2026","","","TN","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","26.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001416-01","04/01/2025","04/01/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","44.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001417-01","04/01/2025","04/01/2026","","","VA","9.001","Personal Boaters","Endorsement","-6.0","","5.0","0.0","62.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001418-01","04/01/2025","04/01/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","132.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001423-01","04/04/2025","04/04/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","78.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001437-01","04/03/2025","04/03/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","70.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001444-01","04/04/2025","04/04/2026","01/15/2026","","CA","9.001","Personal Boaters","Cancellation","-102.0","","0.0","-10.2","-102.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001445-01","04/05/2025","04/05/2026","","","CT","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","27.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001452-01","04/05/2025","04/05/2026","","","SC","9.001","Personal Boaters","Renweal","0.0","","1.0","12.09","93.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001454-01","04/04/2025","04/04/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","92.0","0.0","0.0","0.0","0.0"
