"CarrierName","Program","SubProgram","Policy","PolicyEffective","PolicyExpiration","PolicyCancellation","PolicyReinstatement","State","ASLOB","Product","TransactionType","WrittenPremium","Taxes","PolicyFees","Commission","CollectedPremium","UncollectedPremiumUnder_30_Days","UncollectedPremium_31_60_Days","UncollectedPremium_61_90_Days","UncollectedPremiumOver_90_Days"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004323","04/18/2025","04/18/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","322.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004326","04/11/2025","04/11/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","16.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004327","04/08/2025","04/08/2026","","","AL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","107.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004328","04/10/2025","04/10/2026","","","MD","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","88.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004332","04/09/2025","04/09/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","163.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004335","04/11/2025","04/11/2026","","","MO","9.001","Personal Boaters","Endorsement","-69.0","","0.0","-12.07","-69.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004341","04/10/2025","04/10/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","118.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004342","04/10/2025","04/10/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","52.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004346","04/11/2025","04/11/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","61.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004347","04/11/2025","04/11/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","25.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004348","04/10/2025","04/10/2026","","","NE","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","51.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004355","04/10/2025","04/10/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","54.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004363","04/13/2025","04/13/2026","","","FL","9.001","Personal Boaters","Endorsement","33.0","","0.0","0.0","33.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004365","04/12/2025","04/12/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","99.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004373","04/12/2025","04/12/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","35.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004376","04/13/2025","04/13/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","417.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004379","04/15/2025","04/15/2026","","11/29/2025","RI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","96.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004389","04/23/2025","04/23/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","30.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004396","05/01/2025","05/01/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","126.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004398","04/17/2025","04/17/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","203.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004400","04/18/2025","04/18/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","72.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004408","04/26/2025","04/26/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","1.0","15.6","120.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004416","04/16/2025","04/16/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","87.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004419","04/16/2025","04/16/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","298.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004421","04/16/2025","04/16/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","46.0","0.0","48.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004423","04/16/2025","04/16/2026","","","MS","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","231.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004430","04/17/2025","04/17/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","197.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004431","04/18/2025","04/18/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","107.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004440","04/17/2025","04/17/2026","01/16/2026","","FL","9.001","Personal Boaters","Cancellation","-425.0","","0.0","0.0","-109.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004441","05/10/2025","05/10/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","71.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004442","04/17/2025","04/17/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","125.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004447","04/18/2025","04/18/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","43.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004455","04/20/2025","04/20/2026","","","WA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","58.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004458","04/18/2025","04/18/2026","","","TN","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","144.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004460","04/18/2025","04/18/2026","","01/02/2026","FL","9.001","Personal Boaters","Cancellation","-581.0","","0.0","-11.2","-80.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004460","04/18/2025","04/18/2026","","01/02/2026","FL","9.001","Personal Boaters","Reinstatement","581.0","","46.0","291.0","291.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004461","04/20/2025","04/20/2026","","","SC","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","41.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004462","04/19/2025","04/19/2026","","","NC","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","50.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004465","05/01/2025","05/01/2026","","11/02/2025","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","47.97","369.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004468","04/19/2025","04/19/2026","","","TN","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","44.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004472","04/19/2025","04/19/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","64.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004473","04/19/2025","04/19/2026","","","IL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","54.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004475","04/20/2025","04/20/2026","","","MD","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","52.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004477","04/20/2025","04/20/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","103.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004481","04/21/2025","04/21/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","94.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004482","04/25/2025","04/25/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","47.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004483","04/21/2025","04/21/2026","","","MD","9.001","Personal Boaters","NewBusiness","0.0","","5.0","10.92","84.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004486","04/25/2025","04/25/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","115.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004488","05/03/2025","05/03/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","123.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004489","04/21/2025","04/21/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","35.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004492","04/21/2025","04/21/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","68.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004497","04/22/2025","04/22/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","143.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004501","04/23/2025","04/23/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","320.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004502","04/22/2025","04/22/2026","","","PA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","86.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004509","04/28/2025","04/28/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","81.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004510","05/01/2025","05/01/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","40.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004512","05/01/2025","05/01/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","117.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004516","04/22/2025","04/22/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","318.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004519","04/23/2025","04/23/2026","","","IA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","51.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004521","04/23/2025","04/23/2026","","","GA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","9.6","80.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004524","04/24/2025","04/24/2026","","","VA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","91.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004531","04/23/2025","04/23/2026","","","CO","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","21.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004539","04/25/2025","04/25/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","62.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004544","05/01/2025","05/01/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","3.92","28.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004546","04/24/2025","04/24/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","223.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004550","04/24/2025","04/24/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","12.48","96.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004553","04/24/2025","04/24/2026","","","MA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","5.76","48.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004556","05/08/2025","05/08/2026","","","TX","9.001","Personal Boaters","Endorsement","7.0","","0.0","0.0","7.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004557","04/26/2025","04/26/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","191.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004560","04/25/2025","04/25/2026","","","IL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","68.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004564","04/25/2025","04/25/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","1.0","8.32","64.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004572","04/25/2025","04/25/2026","","","OK","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","90.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004579","04/26/2025","04/26/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","12.61","97.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004580","04/28/2025","04/28/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","73.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004581","04/28/2025","04/28/2026","","","KY","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","130.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004586","05/01/2025","05/01/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","94.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004589","04/27/2025","04/27/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","18.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004590","04/27/2025","04/27/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","70.72","544.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004593","04/28/2025","04/28/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","57.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004599","04/30/2025","04/30/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","27.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004600","05/28/2025","05/28/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","92.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004606","04/30/2025","04/30/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","57.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004608","05/29/2025","05/29/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","43.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004611","04/29/2025","04/29/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","143.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004614","05/01/2025","05/01/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","58.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004615","05/01/2025","05/01/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","48.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004616","04/30/2025","04/30/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","44.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004618","05/01/2025","05/01/2026","","","RI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","142.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004625","04/30/2025","04/30/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","5.98","46.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004627","04/30/2025","04/30/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","140.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-04-0000004632","05/02/2025","05/02/2026","","","IL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","20.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004639","05/01/2025","05/01/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","5.0","9.36","72.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004640","05/05/2025","05/05/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","71.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004646","05/01/2025","05/01/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","5.0","33.67","259.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004654","05/02/2025","05/02/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","99.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004656","05/04/2025","05/04/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","130.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004657","05/04/2025","05/04/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","64.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004658","05/04/2025","05/04/2026","","","OR","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","100.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004663","05/02/2025","05/02/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","5.0","42.0","240.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004666","05/02/2025","05/02/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","59.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004671","05/03/2025","05/03/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","13.86","99.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004672","05/05/2025","05/05/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","46.0","0.0","61.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004676","05/04/2025","05/04/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","32.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004682","05/05/2025","05/05/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","57.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004683","05/05/2025","05/05/2026","01/20/2026","","MA","9.001","Personal Boaters","Cancellation","-564.0","","0.0","0.0","-75.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004695","05/08/2025","05/08/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","102.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004696","05/08/2025","05/08/2026","","","MD","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","96.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004699","05/07/2025","05/07/2026","","","IL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","22.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004701","05/07/2025","05/07/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","101.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004702","05/06/2025","05/06/2026","","","TN","9.001","Personal Boaters","NewBusiness","0.0","","5.0","4.32","36.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004703","05/08/2025","05/08/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","28.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004712","05/06/2025","05/06/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","395.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004714","05/14/2025","05/14/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","36.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004715","05/07/2025","05/07/2026","","","IL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","31.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004719","05/07/2025","05/07/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","10.53","81.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004723","05/07/2025","05/07/2026","","","WI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","95.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004724","05/10/2025","05/10/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","55.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004728","05/07/2025","05/07/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","5.0","11.44","88.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004732","05/09/2025","05/09/2026","","","UT","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","79.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004735","05/09/2025","05/09/2026","","","MA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","96.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004738","05/08/2025","05/08/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","57.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004743","05/10/2025","05/10/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","15.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004748","05/08/2025","05/08/2026","","","VA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","48.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004754","05/09/2025","05/09/2026","","","MD","9.001","Personal Boaters","NewBusiness","0.0","","1.0","24.7","247.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004755","05/10/2025","05/10/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","543.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004757","05/08/2025","05/08/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","34.45","265.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004760","05/12/2025","05/12/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","171.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-05-0000004761","05/08/2025","05/08/2026","","","MO","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","15.0","0.0","0.0","0.0","0.0"
